Word1,Word2,Cosine Similarity,Euclidean Distance
he,excellent,-0.3074872755804841,2.552045317369188
his,excellent,-0.05021761169024631,2.14753016134256
him,excellent,0.1120615236718771,1.4405087351852468
guys,excellent,-0.21461605646079396,3.092482177600705
man,excellent,-0.29755670784009075,1.2050816087481377
she,excellent,-0.07923625254287975,1.353014708529438
her,excellent,0.15602048466073754,1.1942779310185716
he,better,0.1456178889833271,4.194248676040442
his,better,0.016227885744070598,4.345586422076886
him,better,0.2663038482518129,3.793856071174815
guys,better,0.2501134578901628,4.210565104074868
man,better,0.05356494767508197,3.9450872459556585
she,better,0.3033733486667557,3.752066752308919
her,better,0.3033733486667557,3.752066752308919
he,good,0.4035110525460387,4.037747840345036
his,good,-0.011036658196217597,4.8141508799032255
him,good,0.09842458343817741,4.448229718132821
guys,good,0.2545305126703874,4.564619310919258
man,good,0.2626650215326538,4.274807830311907
she,good,0.36935784742950556,4.136052790325336
her,good,-0.18232607464361486,4.666500975527917
he,pretty,0.4221915770047179,3.3708269715759664
his,pretty,-0.05013990583614272,4.215945948254555
him,pretty,0.10496101160334712,3.7400328723008576
guys,pretty,0.13936656305294987,4.278467516863485
man,pretty,0.08803222974582547,3.6563683342282407
she,pretty,0.31496282161430444,3.477998183671607
her,pretty,-0.13650612271223075,3.908472309422954
he,nice,0.21065699941036545,3.619396710920896
his,nice,0.1349623838131779,3.673488645761002
him,nice,0.3175382691987799,3.230604088536384
guys,nice,0.14900818759982656,4.063009077084741
man,nice,0.1115968374230996,3.388939069303253
she,nice,0.30559286568937094,3.240446210572242
her,nice,-0.19576533383736947,3.712498368539305
he,bad,0.5114290445492641,2.3259732160910627
his,bad,0.11425869768112687,2.984663935776857
him,bad,-0.20161005712229005,3.02532581411325
guys,bad,-0.014125430844800562,3.779513877268213
man,bad,0.1438779931698823,2.5022776416197305
she,bad,0.28022965104953923,2.4294171286569957
her,bad,-0.28661291467283795,2.939994745471665
he,worse,0.049859237723547216,2.7402831610569005
his,worse,-0.20925909348591384,2.904956686030964
him,worse,0.20161145953346268,1.985529958122264
guys,worse,0.17139978408450865,3.053114391721345
man,worse,0.04560652257132881,1.889668377008781
she,worse,0.0025926727867850536,2.0553547324929093
her,worse,-0.12273980357183895,2.157354193118506
he,ugly,0.2738212297889242,2.15810212627299
his,ugly,-0.03623624051589345,2.3122524953931824
him,ugly,0.16968478639337756,1.5919826028078952
guys,ugly,-0.03973621999704821,3.0858830867905542
man,ugly,-0.043248801227858034,1.3901762507865685
she,ugly,0.05103565440749776,1.5195856406241144
her,ugly,-0.09378572570814574,1.6254611638239778
he,wrong,0.4093173271496119,2.9620093494035427
his,wrong,-0.005902333504191326,3.6566084542291373
him,wrong,-0.09553859192478631,3.4518974229737767
guys,wrong,0.22027159081830885,3.683842935592124
man,wrong,-0.23138789591292486,3.296576345435215
she,wrong,-0.018624003484014936,3.265807079458461
her,wrong,0.04591216344478239,3.2049314332078933
he,error,0.2512402645860124,3.8694633964363843
his,error,0.19994481490706578,3.903312367073253
him,error,-0.010894756070439729,4.01666804874015
guys,error,0.19736919486432092,4.248248525328409
man,error,-0.09525007293619478,3.909986841271464
she,error,0.053943657448812014,3.8744271823156002
her,error,-0.2871780524090594,4.1834464528812845